name,rss_url,domain,category,already_in_docuaction
WA - Bellingham Business Journal,https://www.bbjtoday.com/feed/,bbjtoday.com,General,False
WA - Tacoma Weekly,https://tacomaweekly.com/feed/,tacomaweekly.com,General,False
WA - Spokane Journal of Business,https://www.spokanejournal.com/feed/,spokanejournal.com,General,False
WA - Washington State Standard,https://washingtonstatestandard.com/feed/,washingtonstatestandard.com,General,False
WA - InvestigateWest,https://www.invw.org/feed/,invw.org,General,False
WV - Bluefield Daily Telegraph,https://www.bdtonline.com/search/?f=rss,bdtonline.com,General,False
WV - Clarksburg Exponent Telegram,https://www.exponenttelegram.com/search/?f=rss,exponenttelegram.com,General,False
WV - Beckley Register-Herald,https://www.register-herald.com/search/?f=rss,register-herald.com,General,False
WV - WV Public Broadcasting,https://wvpublic.org/feed,wvpublic.org,General,False
WV - WV Watch,https://wvwatch.com/feed/,wvwatch.com,General,False
WI - Eau Claire Leader-Telegram,https://www.leadertelegram.com/search/?f=rss,leadertelegram.com,General,False
WI - Superior Telegram,https://www.superiortelegram.com/search/?f=rss,superiortelegram.com,General,False
WI - Rhinelander Daily News,https://www.rhinelanderdailynews.com/search/?f=rss,rhinelanderdailynews.com,General,False
WI - Marshfield News-Herald,https://www.marshfieldnewsherald.com/rss/,marshfieldnewsherald.com,General,False
WI - Two Rivers Herald Times Reporter,https://www.htrnews.com/rss/,htrnews.com,General,False
WI - Janesville Gazette,https://www.gazettextra.com/search/?f=rss,gazettextra.com,General,False
WI - Beloit Daily News,https://www.beloitdailynews.com/search/?f=rss,beloitdailynews.com,General,False
WI - Kenosha News,https://www.kenoshanews.com/search/?f=rss,kenoshanews.com,General,False
WI - Wisconsin Examiner,https://wisconsinexaminer.com/feed/,wisconsinexaminer.com,General,False
WI - Milwaukee Independent,https://milwaukeeindependent.com/feed/,milwaukeeindependent.com,General,False
WY - Sheridan Press,https://www.thesheridanpress.com/search/?f=rss,thesheridanpress.com,General,False
WY - Riverton Ranger,https://www.riverton-ranger.com/search/?f=rss,riverton-ranger.com,General,False
WY - Powell Tribune,https://www.powelltribune.com/search/?f=rss,powelltribune.com,General,False
WY - Douglas Budget,https://www.douglas-budget.com/search/?f=rss,douglas-budget.com,General,False
WY - Wyoming Public Media,https://wyomingpublicmedia.org/feed,wyomingpublicmedia.org,General,False
Spanish - La Opinion LA,https://laopinion.com/feed/,laopinion.com,General,False
Spanish - El Nuevo Herald Miami,https://www.elnuevoherald.com/latest-news/rss,elnuevoherald.com,General,False
Spanish - Al Dia Dallas,https://aldiatx.com/feed/,aldiatx.com,General,False
Spanish - Rumbo de Valle TX,https://www.rumbonews.com/feed/,rumbonews.com,General,False
Spanish - El Vocero Puerto Rico,https://www.elvocero.com/feed/,elvocero.com,General,False
Spanish - Hoy Chicago,https://www.chicagotribune.com/hoy/rss2.0.xml,chicagotribune.com,General,False
Spanish - Impacto Latin News,https://impactolatin.news/feed/,impactolatin.news,General,False
Spanish - Univision News,https://www.univision.com/noticias/rss,univision.com,General,False
Spanish - Telemundo News,https://www.telemundo.com/noticias/rss,telemundo.com,General,False
Spanish - Voz de America Spanish,https://www.voanews.com/api/zmpqemprmo,voanews.com,General,False
Spanish - NBC Latino,https://www.nbcnews.com/id/46380265/device/rss/rss.xml,nbcnews.com,General,False
Spanish - Latin Times,https://www.latintimes.com/rss,latintimes.com,General,False
Spanish - Latina Magazine,https://www.latina.com/feed/,latina.com,General,False
Ethnic - Black Press USA,https://www.blackpressusa.com/feed/,blackpressusa.com,General,False
Ethnic - Afro American,https://afro.com/feed/,afro.com,General,False
Ethnic - New Pittsburgh Courier,https://newpittsburghcourier.com/feed/,newpittsburghcourier.com,General,False
Ethnic - Los Angeles Sentinel,https://lasentinel.net/feed/,lasentinel.net,General,False
Ethnic - Chicago Defender,https://chicagodefender.com/feed/,chicagodefender.com,General,False
Ethnic - Atlanta Voice,https://theatlantavoice.com/feed/,theatlantavoice.com,General,False
Ethnic - Amsterdam News NY,https://amsterdamnews.com/feed/,amsterdamnews.com,General,False
Ethnic - Dallas Examiner,https://dallasexaminer.com/feed/,dallasexaminer.com,General,False
Ethnic - Houston Forward Times,https://forwardtimes.com/feed/,forwardtimes.com,General,False
Ethnic - Charlotte Post,https://thecharlottepost.com/feed/,thecharlottepost.com,General,False
Ethnic - Carolina Peacemaker,https://www.carolinapeacemaker.com/feed/,carolinapeacemaker.com,General,False
Ethnic - Arab American News,https://www.arabamericannews.com/feed/,arabamericannews.com,General,False
Ethnic - Asian American Press,https://www.asianamericanpress.com/feed/,asianamericanpress.com,General,False
Ethnic - India Abroad,https://www.indiaabroad-digital.com/feed/,indiaabroad-digital.com,General,False
Ethnic - Korea Daily USA,https://www.koreadaily.com/rss/,koreadaily.com,General,False
Ethnic - World Journal Chinese,https://www.worldjournal.com/feed/,worldjournal.com,General,False
Wire - AP Technology,https://feeds.apnews.com/rss/Technology,feeds.apnews.com,General,False
Wire - AP Business,https://feeds.apnews.com/rss/Business,feeds.apnews.com,General,False
Wire - AP Politics,https://feeds.apnews.com/rss/Politics,feeds.apnews.com,General,False
Wire - AP Washington,https://feeds.apnews.com/rss/Washington,feeds.apnews.com,General,False
Wire - Reuters Top News,https://feeds.reuters.com/reuters/topNews,feeds.reuters.com,General,True
Wire - Reuters US,https://feeds.reuters.com/reuters/domesticNews,feeds.reuters.com,General,True
Wire - UPI Technology,https://www.upi.com/rss/Technology/,upi.com,General,False
Wire - UPI Top News,https://www.upi.com/rss/Top_News/,upi.com,General,False
Wire - McClatchy DC,https://www.mcclatchydc.com/rss,mcclatchydc.com,General,False
Wire - States Newsroom,https://statesnewsroom.com/feed/,statesnewsroom.com,General,False
Wire - Lee Enterprises,https://leeenterprise.com/feed/,leeenterprise.com,General,False
Wire - Gannett Tracker,https://www.usatoday.com/rss/,usatoday.com,General,False
Cable - C-SPAN,https://www.c-span.org/feed/?type=video,c-span.org,General,False
Cable - PBS NewsHour,https://www.pbs.org/newshour/feeds/rss/headlines,pbs.org,General,False
Cable - MSNBC,https://www.msnbc.com/feeds/latest,msnbc.com,General,False
Fox News,https://moxie.foxnews.com/google-publisher/latest.xml,moxie.foxnews.com,General,False
Fox News Latest,https://feeds.foxnews.com/foxnews/latest,feeds.foxnews.com,General,False
Fox News National,https://moxie.foxnews.com/google-publisher/national.xml,moxie.foxnews.com,General,False
Cable - Fox News Politics,https://moxie.foxnews.com/google-publisher/politics.xml,moxie.foxnews.com,General,False
Cable - Fox News Tech,https://moxie.foxnews.com/google-publisher/tech.xml,moxie.foxnews.com,General,False
Cable - CNN Politics,https://rss.cnn.com/rss/cnn_allpolitics.rss,rss.cnn.com,General,False
Cable - ABC News Politics,https://abcnews.go.com/abcnews/politicsheadlines,abcnews.go.com,General,False
Cable - CBS News Politics,https://www.cbsnews.com/latest/rss/politics,cbsnews.com,General,False
Cable - NBC News Politics,https://feeds.nbcnews.com/nbcnews/public/politics,feeds.nbcnews.com,General,False
Cable - Newsmax,https://www.newsmax.com/rss/Newsfront/1,newsmax.com,General,False
Cable - OAN,https://www.oann.com/feed/,oann.com,General,False
Cable - Sinclair Broadcast Group,https://sbgi.net/feed/,sbgi.net,General,False
Cable - Nexstar Media,https://www.nexstar.tv/feed/,nexstar.tv,General,False
Trade - Ad Age,https://adage.com/rss,adage.com,General,False
Trade - Adweek,https://www.adweek.com/feed/,adweek.com,General,False
Trade - Sound & Vision,https://www.soundandvision.com/rss.xml,soundandvision.com,General,False
Trade - Deadline Hollywood,https://deadline.com/feed/,deadline.com,General,False
Trade - Media Play News,https://www.mediaplaynews.com/feed/,mediaplaynews.com,General,False
Trade - Lost Remote,https://lostremote.com/feed/,lostremote.com,General,False
Trade - TVSpy,https://www.adweek.com/tvspy/feed/,adweek.com,General,False
Trade - Nieman Reports,https://niemanreports.org/feed/,niemanreports.org,General,False
Trade - American Journalism Rev,https://ajr.org/feed/,ajr.org,General,False
Trade - Editor & Publisher,https://www.editorandpublisher.com/feed/,editorandpublisher.com,General,False
Trade - Press Gazette UK,https://pressgazette.co.uk/feed/,pressgazette.co.uk,General,False
Trade - Digiday,https://digiday.com/feed/,digiday.com,General,False
Trade - Puck News,https://puck.news/feed/,puck.news,General,False
Watch - Alabama Political Reporter,https://www.alreporter.com/feed/,alreporter.com,General,False
Watch - Alaska Public Interest Res,https://www.alaskareport.com/feed/,alaskareport.com,General,False
Watch - AZ Center for Investigative,https://azcir.org/feed/,azcir.org,General,False
Watch - Arkansas Investigative News,https://arkinvestigative.org/feed/,arkinvestigative.org,General,False
Watch - California Healthline,https://californiahealthline.org/feed/,californiahealthline.org,General,False
Watch - Colorado Independent,https://www.coloradoindependent.com/feed/,coloradoindependent.com,General,False
Watch - CT Health Investigative,https://c-hit.org/feed/,c-hit.org,General,False
Watch - DC Line,https://thedcline.org/feed/,thedcline.org,General,False
Watch - Delaware Public Media,https://www.delawarepublic.org/rss,delawarepublic.org,General,False
Watch - Florida Center Investigative,https://fcir.org/feed/,fcir.org,General,False
Watch - Georgia Health News,https://georgiahealthnews.com/feed/,georgiahealthnews.com,General,False
Watch - Hawaii News Now,https://www.hawaiinewsnow.com/rss,hawaiinewsnow.com,General,False
Watch - Boise State Public Radio,https://www.boisestatepublicradio.org/rss,boisestatepublicradio.org,General,False
Watch - IL Answers Project,https://illinoisanswers.org/feed/,illinoisanswers.org,General,False
Watch - IndyStar Watchdog,https://www.indystar.com/news/watchdog/rss,indystar.com,General,False
Watch - Kansas News Service,https://www.kansasnewsservice.org/feed,kansasnewsservice.org,General,False
Watch - KY Health News,https://kyhealthnews.org/feed/,kyhealthnews.org,General,False
TV - KXAN Austin,https://www.kxan.com/feed/,kxan.com,General,False
TV - KVUE Austin,https://www.kvue.com/feeds/syndication/rss/news,kvue.com,General,False
TV - KPRC Houston,https://www.click2houston.com/rss,click2houston.com,General,False
TV - KTVT Dallas,https://www.cbsdfw.com/rss,cbsdfw.com,General,False
TV - KXAS Dallas,https://www.nbcdfw.com/feed/,nbcdfw.com,General,False
TV - KRIV Houston,https://www.fox26houston.com/feed/,fox26houston.com,General,False
TV - WFLD Chicago,https://www.fox32chicago.com/feed/,fox32chicago.com,General,False
TV - WLS Chicago,https://abc7chicago.com/feed/,abc7chicago.com,General,False
TV - WMAQ Chicago,https://www.nbcchicago.com/feed/,nbcchicago.com,General,False
TV - WBBM Chicago,https://www.cbschicago.com/rss/,cbschicago.com,General,False
TV - WXIA Atlanta,https://www.11alive.com/feeds/syndication/rss/news,11alive.com,General,False
TV - WGCL Atlanta,https://www.cbs46.com/rss,cbs46.com,General,False
TV - WPTV West Palm Beach,https://www.wptv.com/rss,wptv.com,General,False
TV - WTSP Tampa,https://www.wtsp.com/feeds/syndication/rss/news,wtsp.com,General,False
TV - WKMG Orlando,https://www.clickorlando.com/rss,clickorlando.com,General,False
TV - WFTV Orlando,https://www.wftv.com/rss,wftv.com,General,False
TV - WSVN Miami,https://wsvn.com/feed/,wsvn.com,General,False
TV - WFOR Miami,https://www.cbsmiami.com/rss/,cbsmiami.com,General,False
TV - WDIV Detroit,https://www.clickondetroit.com/rss,clickondetroit.com,General,False
TV - WWJ Detroit,https://www.cbsdetroit.com/rss/,cbsdetroit.com,General,False
TV - KING Seattle,https://www.king5.com/feeds/syndication/rss/news,king5.com,General,False
TV - KIRO Seattle,https://www.kirotv.com/feed/,kirotv.com,General,False
TV - KGW Portland,https://www.kgw.com/feeds/syndication/rss/news,kgw.com,General,False
TV - KATU Portland,https://katu.com/feed/,katu.com,General,False
TV - KTVU San Francisco,https://www.ktvu.com/feed/,ktvu.com,General,False
TV - KPIX San Francisco,https://www.cbsnews.com/sanfrancisco/latest/rss/,cbsnews.com,General,False
TV - KNBC Los Angeles,https://www.nbclosangeles.com/feed/,nbclosangeles.com,General,False
TV - KABC Los Angeles,https://abc7.com/feed/,abc7.com,General,False
TV - KCAL Los Angeles,https://www.cbsnews.com/losangeles/latest/rss/,cbsnews.com,General,False
TV - KFMB San Diego,https://www.cbs8.com/rss,cbs8.com,General,False
TV - KNSD San Diego,https://www.nbcsandiego.com/feed/,nbcsandiego.com,General,False
TV - WOAI San Antonio,https://news4sanantonio.com/feed/,news4sanantonio.com,General,False
TV - KENS San Antonio,https://www.kens5.com/feeds/syndication/rss/news,kens5.com,General,False
TV - KOAT Albuquerque,https://www.koat.com/rss,koat.com,General,False
TV - KRQE Albuquerque,https://www.krqe.com/feed/,krqe.com,General,False
TV - KSL Salt Lake City,https://ksltv.com/feed/,ksltv.com,General,False
TV - KUTV Salt Lake City,https://kutv.com/feed/,kutv.com,General,False
TV - KTVB Boise,https://www.ktvb.com/feeds/syndication/rss/news,ktvb.com,General,False
TV - KREM Spokane,https://www.krem.com/feeds/syndication/rss/news,krem.com,General,False
TV - KXLY Spokane,https://www.kxly.com/feed/,kxly.com,General,False
TV - WWL New Orleans,https://www.wwltv.com/feeds/syndication/rss/news,wwltv.com,General,False
TV - WVUE New Orleans,https://www.fox8live.com/feed/,fox8live.com,General,False
TV - WAVE Louisville,https://www.wave3.com/feeds/syndication/rss/news,wave3.com,General,False
TV - WLKY Louisville,https://www.wlky.com/rss,wlky.com,General,False
TV - WDRB Louisville,https://www.wdrb.com/rss/,wdrb.com,General,False
TV - LEX18 Lexington,https://www.lex18.com/feed/,lex18.com,General,False
TV - WKYT Lexington,https://www.wkyt.com/rss,wkyt.com,General,False
TV - WSMV Nashville,https://www.wsmv.com/rss,wsmv.com,General,False
TV - WTVF Nashville,https://www.newschannel5.com/feed/,newschannel5.com,General,False
TV - WKRN Nashville,https://www.wkrn.com/feed/,wkrn.com,General,False
TV - WREG Memphis,https://wreg.com/feed/,wreg.com,General,False
TV - WMC Memphis,https://www.wmcactionnews5.com/rss,wmcactionnews5.com,General,False
TV - WHBQ Memphis,https://www.fox13memphis.com/feed/,fox13memphis.com,General,False
TV - WATE Knoxville,https://www.wate.com/feed/,wate.com,General,False
TV - WVLT Knoxville,https://www.wvlt.tv/feed/,wvlt.tv,General,False
TV - WRCB Chattanooga,https://www.wrcbtv.com/feed/,wrcbtv.com,General,False
TV - WTVC Chattanooga,https://newschannel9.com/feed/,newschannel9.com,General,False
TV - WHNT Huntsville,https://whnt.com/feed/,whnt.com,General,False
TV - WAFF Huntsville,https://www.waff.com/rss,waff.com,General,False
TV - WIAT Birmingham,https://www.wiat.com/feed/,wiat.com,General,False
TV - WBRC Birmingham,https://www.wbrc.com/rss,wbrc.com,General,False
TV - WSFA Montgomery,https://www.wsfa.com/rss,wsfa.com,General,False
TV - WKRG Mobile,https://www.wkrg.com/feed/,wkrg.com,General,False
TV - WALA Mobile,https://www.fox10tv.com/feed/,fox10tv.com,General,False
TV - WEAR Pensacola,https://weartv.com/feed/,weartv.com,General,False
TV - WJXT Jacksonville,https://www.news4jax.com/rss,news4jax.com,General,False
TV - WTLV Jacksonville,https://www.firstcoastnews.com/feeds/syndication/rss/news,firstcoastnews.com,General,False
TV - WINK Fort Myers,https://winknews.com/feed/,winknews.com,General,False
TV - WCTV Tallahassee,https://www.wctv.tv/feed/,wctv.tv,General,False
TV - WSOC Charlotte,https://www.wsoctv.com/rss,wsoctv.com,General,False
TV - WBTV Charlotte,https://www.wbtv.com/rss,wbtv.com,General,False
TV - WXII Greensboro,https://www.wxii12.com/rss,wxii12.com,General,False
TV - WGHP Greensboro,https://myfox8.com/feed/,myfox8.com,General,False
TV - WTVD Raleigh,https://abc11.com/feed/,abc11.com,General,False
TV - WNCN Raleigh,https://www.cbs17.com/feed/,cbs17.com,General,False
TV - WECT Wilmington NC,https://www.wect.com/rss,wect.com,General,False
TV - WYFF Greenville SC,https://www.wyff4.com/rss,wyff4.com,General,False
TV - WSPA Greenville SC,https://www.wspa.com/feed/,wspa.com,General,False
TV - WIS Columbia SC,https://www.wistv.com/rss,wistv.com,General,False
TV - WLTX Columbia SC,https://www.wltx.com/feeds/syndication/rss/news,wltx.com,General,False
TV - WCSC Charleston SC,https://www.live5news.com/rss,live5news.com,General,False
TV - WCBD Charleston SC,https://www.counton2.com/feed/,counton2.com,General,False
TV - WSAV Savannah,https://www.wsav.com/feed/,wsav.com,General,False
TV - WTOC Savannah,https://www.wtoc.com/rss,wtoc.com,General,False
TV - WALB Albany GA,https://www.walb.com/rss,walb.com,General,False
TV - WMAZ Macon,https://www.13wmaz.com/feeds/syndication/rss/news,13wmaz.com,General,False
TV - WTVM Columbus GA,https://www.wtvm.com/rss,wtvm.com,General,False
TV - WMBF Myrtle Beach,https://www.wmbfnews.com/rss,wmbfnews.com,General,False
TV - WPDE Myrtle Beach,https://wpde.com/feed/,wpde.com,General,False
TV - WVEC Norfolk,https://www.13newsnow.com/feeds/syndication/rss/news,13newsnow.com,General,False
TV - WTKR Norfolk,https://www.wtkr.com/feed/,wtkr.com,General,False
TV - WRIC Richmond,https://www.wric.com/feed/,wric.com,General,False
TV - WTVR Richmond,https://www.wtvr.com/feed/,wtvr.com,General,False
TV - WSET Lynchburg,https://wset.com/feed/,wset.com,General,False
TV - WSLS Roanoke,https://www.wsls.com/feed/,wsls.com,General,False
TV - WDBJ Roanoke,https://www.wdbj7.com/feed/,wdbj7.com,General,False
TV - WHSV Harrisonburg,https://www.whsv.com/rss,whsv.com,General,False
TV - WUSA Washington DC,https://www.wusa9.com/feeds/syndication/rss/news,wusa9.com,General,False
TV - WRC Washington DC,https://www.nbcwashington.com/feed/,nbcwashington.com,General,False
TV - WJLA Washington DC,https://wjla.com/feed/,wjla.com,General,False
TV - WMAR Baltimore,https://www.abc2news.com/feed/,abc2news.com,General,False
TV - WJZ Baltimore,https://www.cbsnews.com/baltimore/latest/rss/,cbsnews.com,General,False
TV - WBFF Baltimore,https://foxbaltimore.com/feed/,foxbaltimore.com,General,False
TV - WGAL Lancaster PA,https://www.wgal.com/rss,wgal.com,General,False
TV - WNEP Scranton,https://www.wnep.com/feeds/syndication/rss/news,wnep.com,General,False
TV - WJET Erie PA,https://www.yourerie.com/feed/,yourerie.com,General,False
TV - WTAJ Altoona,https://www.wearecentralpa.com/feed/,wearecentralpa.com,General,False
TV - WHTM Harrisburg,https://www.abc27.com/feed/,abc27.com,General,False
TV - WHP Harrisburg,https://local21news.com/feed/,local21news.com,General,False
TV - WCAU Philadelphia,https://www.nbcphiladelphia.com/feed/,nbcphiladelphia.com,General,False
TV - WPVI Philadelphia,https://6abc.com/feed/,6abc.com,General,False
TV - KYW Philadelphia,https://www.cbsnews.com/philadelphia/latest/rss/,cbsnews.com,General,False
TV - WTXF Philadelphia,https://www.fox29.com/feed/,fox29.com,General,False
TV - WTAE Pittsburgh,https://www.wtae.com/rss,wtae.com,General,False
TV - KDKA Pittsburgh,https://www.cbsnews.com/pittsburgh/latest/rss/,cbsnews.com,General,False
TV - WENY Elmira,https://www.weny.com/feed/,weny.com,General,False
TV - WSTM Syracuse,https://www.cnycentral.com/feed/,cnycentral.com,General,False
TV - WROC Rochester,https://www.rochesterfirst.com/feed/,rochesterfirst.com,General,False
TV - WHAM Rochester,https://13wham.com/feed/,13wham.com,General,False
TV - WGRZ Buffalo,https://www.wgrz.com/feeds/syndication/rss/news,wgrz.com,General,False
TV - WKBW Buffalo,https://www.wkbw.com/feed/,wkbw.com,General,False
TV - WIVB Buffalo,https://www.wivb.com/feed/,wivb.com,General,False
TV - WPTZ Burlington VT,https://www.wptz.com/rss,wptz.com,General,False
TV - WCAX Burlington VT,https://www.wcax.com/rss,wcax.com,General,False
TV - WMUR Manchester NH,https://www.wmur.com/rss,wmur.com,General,False
TV - WGME Portland ME,https://wgme.com/feed/,wgme.com,General,False
TV - WCSH Portland ME,https://www.newscentermaine.com/feeds/syndication/rss/news,newscentermaine.com,General,False
TV - WABI Bangor ME,https://www.wabi.tv/feed/,wabi.tv,General,False
TV - WHDH Boston,https://www.whdh.com/feed/,whdh.com,General,False
TV - WCVB Boston,https://www.wcvb.com/rss,wcvb.com,General,False
TV - WJAR Providence,https://turnto10.com/feed/,turnto10.com,General,False
TV - WPRI Providence,https://www.wpri.com/feed/,wpri.com,General,False
TV - WFSB Hartford,https://www.wfsb.com/rss,wfsb.com,General,False
TV - WVIT Hartford,https://www.nbcconnecticut.com/feed/,nbcconnecticut.com,General,False
TV - WTNH New Haven,https://www.wtnh.com/feed/,wtnh.com,General,False
TV - WTIC Hartford,https://www.fox61.com/feed/,fox61.com,General,False
TV - WBOC Salisbury MD,https://www.wboc.com/rss,wboc.com,General,False
TV - WKOW Madison WI,https://www.wkow.com/feed/,wkow.com,General,False
TV - WSAW Wausau,https://www.wsaw.com/feed/,wsaw.com,General,False
TV - WBAY Green Bay,https://www.wbay.com/feed/,wbay.com,General,False
TV - WFRV Green Bay,https://www.wearegreenbay.com/feed/,wearegreenbay.com,General,False
TV - WISN Milwaukee,https://www.wisn.com/rss,wisn.com,General,False
TV - WITI Milwaukee,https://fox6now.com/feed/,fox6now.com,General,False
TV - WDIO Duluth,https://www.wdio.com/feed/,wdio.com,General,False
TV - KSTP Minneapolis,https://kstp.com/feed/,kstp.com,General,False
TV - WCCO Minneapolis,https://www.cbsnews.com/minnesota/latest/rss/,cbsnews.com,General,False
TV - KMSP Minneapolis,https://www.fox9.com/feed/,fox9.com,General,False
TV - KGAN Cedar Rapids,https://www.cbs2iowa.com/feed/,cbs2iowa.com,General,False
TV - KCRG Cedar Rapids,https://www.kcrg.com/rss,kcrg.com,General,False
TV - WHO Des Moines,https://who13.com/feed/,who13.com,General,False
TV - KCCI Des Moines,https://www.kcci.com/rss,kcci.com,General,False
TV - KTIV Sioux City,https://www.ktiv.com/feed/,ktiv.com,General,False
TV - KMTV Omaha,https://www.3newsnow.com/feed/,3newsnow.com,General,False
TV - KETV Omaha,https://www.ketv.com/rss,ketv.com,General,False
TV - WOWT Omaha,https://www.wowt.com/feed/,wowt.com,General,False
TV - KOLN Lincoln,https://www.1011now.com/feed/,1011now.com,General,False
TV - KSNW Wichita,https://www.ksn.com/feed/,ksn.com,General,False
TV - KWCH Wichita,https://www.kwch.com/feed/,kwch.com,General,False
TV - KFOR Oklahoma City,https://kfor.com/feed/,kfor.com,General,False
TV - KOCO Oklahoma City,https://www.koco.com/rss,koco.com,General,False
TV - KOKH Oklahoma City,https://www.fox25.com/feed/,fox25.com,General,False
TV - KJRH Tulsa,https://www.kjrh.com/feed/,kjrh.com,General,False
TV - KTUL Tulsa,https://ktul.com/feed/,ktul.com,General,False
TV - KCTV Kansas City,https://www.kctv5.com/rss,kctv5.com,General,False
TV - KMBC Kansas City,https://www.kmbc.com/rss,kmbc.com,General,False
TV - KSHB Kansas City,https://www.kshb.com/feed/,kshb.com,General,False
TV - KSDK St Louis,https://www.ksdk.com/feeds/syndication/rss/news,ksdk.com,General,False
TV - KMOV St Louis,https://www.kmov.com/rss,kmov.com,General,False
TV - KTVI St Louis,https://fox2now.com/feed/,fox2now.com,General,False
TV - KARK Little Rock,https://www.kark.com/feed/,kark.com,General,False
TV - KATV Little Rock,https://katv.com/feed/,katv.com,General,False
TV - KSLA Shreveport,https://www.ksla.com/rss,ksla.com,General,False
TV - KLFY Lafayette LA,https://www.klfy.com/feed/,klfy.com,General,False
TV - WAFB Baton Rouge,https://www.wafb.com/rss,wafb.com,General,False
TV - KLTV Tyler TX,https://www.kltv.com/rss,kltv.com,General,False
TV - KTRK Houston,https://abc13.com/feed/,abc13.com,General,False
TV - KABB San Antonio,https://www.foxsanantonio.com/feed/,foxsanantonio.com,General,False
TV - KIII Corpus Christi,https://www.kiiitv.com/feed/,kiiitv.com,General,False
TV - KDBC El Paso,https://www.kdbc.com/feed/,kdbc.com,General,False
TV - KFOX El Paso,https://kfoxtv.com/feed/,kfoxtv.com,General,False
TV - KVIA El Paso,https://www.kvia.com/feed/,kvia.com,General,False
TV - KWES Midland TX,https://www.newswest9.com/feed/,newswest9.com,General,False
TV - KAMC Lubbock,https://www.everythinglubbock.com/feed/,everythinglubbock.com,General,False
TV - KCBD Lubbock,https://www.kcbd.com/rss,kcbd.com,General,False
TV - KAMR Amarillo,https://www.myhighplains.com/feed/,myhighplains.com,General,False
TV - KXXV Waco,https://www.kxxv.com/feed/,kxxv.com,General,False
TV - KWTX Waco,https://www.kwtx.com/rss,kwtx.com,General,False
TV - KDFW Dallas,https://www.fox4news.com/feed/,fox4news.com,General,False
TV - KERA Dallas,https://www.keranews.org/rss,keranews.org,General,False
TV - KOVR Sacramento,https://www.cbsnews.com/sacramento/latest/rss/,cbsnews.com,General,False
TV - KXTV Sacramento,https://www.abc10.com/feeds/syndication/rss/news,abc10.com,General,False
TV - KFSN Fresno,https://abc30.com/feed/,abc30.com,General,False
TV - KSEE Fresno,https://www.yourcentralvalley.com/feed/,yourcentralvalley.com,General,False
TV - KGET Bakersfield,https://www.kget.com/feed/,kget.com,General,False
TV - KEYT Santa Barbara,https://www.keyt.com/feed/,keyt.com,General,False
TV - KSBY San Luis Obispo,https://www.ksby.com/feed/,ksby.com,General,False
TV - KNTV San Jose,https://www.nbcbayarea.com/feed/,nbcbayarea.com,General,False
TV - KDVR Denver,https://kdvr.com/feed/,kdvr.com,General,False
TV - KCNC Denver,https://www.cbsnews.com/colorado/latest/rss/,cbsnews.com,General,False
TV - KOAA Colorado Springs,https://www.koaa.com/rss,koaa.com,General,False
TV - KKTV Colorado Springs,https://www.kktv.com/feed/,kktv.com,General,False
TV - KRDO Colorado Springs,https://krdo.com/feed/,krdo.com,General,False
TV - KCWY Casper WY,https://www.kcwy13.com/feed/,kcwy13.com,General,False
TV - KGWN Cheyenne WY,https://www.kgwn.tv/feed/,kgwn.tv,General,False
TV - KULR Billings MT,https://www.kulr8.com/feed/,kulr8.com,General,False
TV - KTVQ Billings MT,https://www.ktvq.com/feed/,ktvq.com,General,False
TV - KPAX Missoula MT,https://www.kpax.com/feed/,kpax.com,General,False
TV - KECI Missoula MT,https://nbcmontana.com/feed/,nbcmontana.com,General,False
TV - KBZK Bozeman MT,https://www.kbzk.com/feed/,kbzk.com,General,False
TV - KOLO Reno,https://www.kolotv.com/rss,kolotv.com,General,False
TV - KRNV Reno,https://www.mynews4.com/feed/,mynews4.com,General,False
TV - KVVU Las Vegas,https://www.fox5vegas.com/feed/,fox5vegas.com,General,False
TV - KSNV Las Vegas,https://news3lv.com/feed/,news3lv.com,General,False
TV - KLAS Las Vegas,https://www.8newsnow.com/feed/,8newsnow.com,General,False
TV - KITV Honolulu,https://www.kitv.com/rss,kitv.com,General,False
TV - KHON Honolulu,https://www.khon2.com/feed/,khon2.com,General,False
TV - KTUU Anchorage,https://www.ktuu.com/rss,ktuu.com,General,False
TV - KATH Anchorage,https://www.alaskasnewssource.com/feed/,alaskasnewssource.com,General,False
TV - KVLY Fargo,https://www.valleynewslive.com/feed/,valleynewslive.com,General,False
TV - KFYR Bismarck,https://www.kfyrtv.com/feed/,kfyrtv.com,General,False
TV - KXMB Bismarck,https://www.kxnet.com/feed/,kxnet.com,General,False
TV - KOTA Rapid City SD,https://www.kotatv.com/feed/,kotatv.com,General,False
TV - KDLT Sioux Falls SD,https://www.kdlt.com/feed/,kdlt.com,General,False
TV - WLNS Lansing MI,https://www.wlns.com/feed/,wlns.com,General,False
TV - WOOD Grand Rapids,https://www.woodtv.com/feed/,woodtv.com,General,False
TV - WZZM Grand Rapids,https://www.wzzm13.com/feeds/syndication/rss/news,wzzm13.com,General,False
TV - WTOL Toledo,https://www.wtol.com/feeds/syndication/rss/news,wtol.com,General,False
TV - WTVG Toledo,https://13abc.com/feed/,13abc.com,General,False
TV - WKYC Cleveland,https://www.wkyc.com/feeds/syndication/rss/news,wkyc.com,General,False
TV - WJW Cleveland,https://fox8.com/feed/,fox8.com,General,False
TV - WKBN Youngstown,https://www.wkbn.com/feed/,wkbn.com,General,False
